Code Smell,Project,Package,Class,Method,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.ImageUploaders,FlickrUploader,,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,442,696,5,1275,0,0,0,0,0,5,0,0,85,71,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.ImageUploaders,ImageShackOptions,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,442,696,0,1275,0,0,0,0,0,0,0,0,85,71,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.ImageUploaders,UploadScreenshot,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,442,696,2,1275,0,0,0,0,0,2,0,0,85,71,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.TextUploaders,SlexySettings,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,442,696,0,1275,0,0,0,0,0,0,0,0,53,39,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.URLShorteners,DynamicLinkInfo,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,442,696,0,1275,0,0,0,0,0,0,0,0,63,52,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.URLShorteners,AdFlyURLShortenerService,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,442,696,3,1275,0,0,0,0,0,3,0,0,63,52,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.URLShorteners,IsgdURLShortenerService,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,442,696,2,1275,0,0,0,0,0,2,0,0,63,52,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.URLShorteners,TinyURLShortener,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,442,696,1,1275,0,0,0,0,0,1,0,0,63,52,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.URLShorteners,ZeroWidthURLShortenerService,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,442,696,2,1275,0,0,0,0,0,2,0,0,63,52,0,0,0,0,1,0,0,0,0,0
Large Class,ShareX.UploadersLib,ShareX.UploadersLib.URLShorteners,ZeroWidthURLShortenerResponse,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,442,696,0,1275,0,0,0,0,0,0,0,0,63,52,0,0,0,0,1,0,0,0,0,0
